"Population by Caste Ethinicity","Number"
"Badi",""
"Female","8"
"Male","9"
"","17"
"Brahman - Hill",""
"Female","1410"
"Male","1290"
"","2700"
"Chhetri",""
"Female","1108"
"Male","1032"
"","2140"
"Dalit Others",""
"Female","23"
"Male","19"
"","42"
"Damai/Dholi",""
"Female","170"
"Male","163"
"","333"
"Gharti/Bhujel",""
"Female","9"
"Male","14"
"","23"
"Gurung",""
"Female","171"
"Male","175"
"","346"
"Kami",""
"Female","208"
"Male","181"
"","389"
"Magar",""
"Female","313"
"Male","316"
"","629"
"Musalman",""
"Female","9"
"Male","7"
"","16"
"Newar",""
"Female","124"
"Male","129"
"","253"
"Others",""
"Female","19"
"Male","12"
"","31"
"Rai",""
"Female","419"
"Male","386"
"","805"
"Sanyasi/Dasnami",""
"Female","401"
"Male","378"
"","779"
"Sarki",""
"Female","84"
"Male","92"
"","176"
"Tamang",""
"Female","4130"
"Male","3991"
"","8121"
