"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","89"
"Cow Dung","1"
"Electricity","2"
"Kerosene","7"
"LP Gas","93"
"Not stated","21"
"Others","0"
"Wood/Firewood","3693"
"Total","3906"
