"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","5"
"Cow Dung","16"
"Electricity Fuel","0"
"KeroseneFuel","1"
"LP Gas","1"
"Not Sated about Fuel","12"
"OthersFuel","0"
"Wood/FireWood","3420"
"Total","3455"
