"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","42"
"Male","30"
"","72"
"Chhetri",""
"Female","8170"
"Male","7163"
"","15333"
"Damai/Dholi",""
"Female","318"
"Male","219"
"","537"
"Gurung",""
"Female","22"
"Male","17"
"","39"
"Kami",""
"Female","814"
"Male","632"
"","1446"
"Magar",""
"Female","1284"
"Male","1027"
"","2311"
"Others",""
"Female","7"
"Male","7"
"","14"
"Sanyasi/Dasnami",""
"Female","8"
"Male","8"
"","16"
"Sarki",""
"Female","56"
"Male","42"
"","98"
"Thakuri",""
"Female","71"
"Male","72"
"","143"
