"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","92"
"Christianity","145"
"Hindu","19735"
"Islam","0"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","37"
"Total","20009"
