"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","674"
"Cow Dung","114"
"Electricity Fuel","1"
"KeroseneFuel","49"
"LP Gas","261"
"Not Sated about Fuel","16"
"OthersFuel","6"
"Wood/FireWood","9795"
"Total","10916"
