"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","21"
"Male","57"
"Gurung",""
"Female","13"
"Male","13"
"Hindi",""
"Female","12"
"Male","48"
"Magar",""
"Female","133"
"Male","121"
"Maithili",""
"Female","2"
"Male","33"
"Nepali",""
"Female","10550"
"Male","9598"
"Newar",""
"Female","38"
"Male","42"
"Not Reported",""
"Female","13"
"Male","19"
"Others",""
"Female","9"
"Male","9"
"Sherpa",""
"Female","0"
"Male","13"
"Tamang",""
"Female","2518"
"Male","2370"
"Urdu",""
"Female","4"
"Male","19"
