"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","248"
"Cow Dung","67616"
"Electricity Fuel","52"
"KeroseneFuel","1202"
"LP Gas","4164"
"Not Sated about Fuel","980"
"OthersFuel","516"
"Wood/FireWood","43151"
"Total","117929"
