"Population by Religion","Number"
"Bahai","3"
"Bon","0"
"Buddism","11012"
"Christianity","353"
"Hindu","574796"
"Islam","47566"
"Jainism","17"
"Kirat","463"
"Prakriti","794"
"Sikhism","6"
"Undefined","2318"
"Total","637328"
