"Population by Caste Ethinicity","Number"
"Badi",""
"Female","16"
"Male","16"
"","32"
"Brahman - Hill",""
"Female","2152"
"Male","1713"
"","3865"
"Chhetri",""
"Female","1994"
"Male","1537"
"","3531"
"Dalit Others",""
"Female","7"
"Male","8"
"","15"
"Damai/Dholi",""
"Female","347"
"Male","246"
"","593"
"Gharti/Bhujel",""
"Female","46"
"Male","26"
"","72"
"Kami",""
"Female","1079"
"Male","766"
"","1845"
"Kumal",""
"Female","886"
"Male","711"
"","1597"
"Magar",""
"Female","7326"
"Male","5900"
"","13226"
"Musalman",""
"Female","8"
"Male","6"
"","14"
"Newar",""
"Female","220"
"Male","183"
"","403"
"Others",""
"Female","26"
"Male","19"
"","45"
"Sanyasi/Dasnami",""
"Female","17"
"Male","17"
"","34"
"Sarki",""
"Female","686"
"Male","511"
"","1197"
