"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","10"
"Cow Dung","2"
"Electricity Fuel","0"
"KeroseneFuel","22"
"LP Gas","73"
"Not Sated about Fuel","25"
"OthersFuel","2"
"Wood/FireWood","5875"
"Total","6009"
