"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","1398"
"Christianity","33"
"Hindu","24998"
"Islam","14"
"Jainism","0"
"Kirat","0"
"Prakriti","14"
"Sikhism","0"
"Undefined","12"
"Total","26469"
