"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","13"
"Cow Dung","3083"
"Electricity","0"
"Kerosene","127"
"LP Gas","35"
"Not stated","125"
"Others","175"
"Wood/Firewood","2276"
"Total","5834"
