"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1819"
"Cow Dung","6813"
"Electricity Fuel","23"
"KeroseneFuel","339"
"LP Gas","7933"
"Not Sated about Fuel","414"
"OthersFuel","444"
"Wood/FireWood","44060"
"Total","61845"
