"Population by Mother tongue","Number"
"Avadhi",""
"Female","26"
"Male","42"
"","68"
"Bhojpuri",""
"Female","92269"
"Male","90491"
"","182760"
"Bhujel",""
"Female","206"
"Male","195"
"","401"
"Darai",""
"Female","15"
"Male","11"
"","26"
"Doteli",""
"Female","125"
"Male","126"
"","251"
"Ganagai",""
"Female","14"
"Male","8"
"","22"
"Ghale",""
"Female","14"
"Male","14"
"","28"
"Gurung",""
"Female","2149"
"Male","1683"
"","3832"
"Hindi",""
"Female","87"
"Male","135"
"","222"
"Kumal",""
"Female","7"
"Male","5"
"","12"
"Limbu",""
"Female","12"
"Male","7"
"","19"
"Magar",""
"Female","5018"
"Male","4171"
"","9189"
"Maithili",""
"Female","5377"
"Male","5538"
"","10915"
"Nepali",""
"Female","48182"
"Male","39832"
"","88014"
"Newar",""
"Female","700"
"Male","639"
"","1339"
"Not Reported",""
"Female","123"
"Male","120"
"","243"
"Others",""
"Female","193"
"Male","137"
"","330"
"Rai",""
"Female","56"
"Male","47"
"","103"
"Rajbanshi",""
"Female","12"
"Male","15"
"","27"
"Rajsthani",""
"Female","24"
"Male","30"
"","54"
"Santhali",""
"Female","70"
"Male","74"
"","144"
"Sherpa",""
"Female","43"
"Male","36"
"","79"
"Sign Language",""
"Female","20"
"Male","21"
"","41"
"Sunuwar",""
"Female","30"
"Male","23"
"","53"
"Tamang",""
"Female","506"
"Male","438"
"","944"
"Thakali",""
"Female","8"
"Male","7"
"","15"
"Tharu",""
"Female","15194"
"Male","13462"
"","28656"
"Urdu",""
"Female","151"
"Male","147"
"","298"
