"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","7"
"Cow Dung","4"
"Electricity Fuel","0"
"KeroseneFuel","13"
"LP Gas","37"
"Not Sated about Fuel","13"
"OthersFuel","1"
"Wood/FireWood","5734"
"Total","5809"
