"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1"
"Cow Dung","2"
"Electricity Fuel","0"
"KeroseneFuel","5"
"LP Gas","4"
"Not Sated about Fuel","38"
"OthersFuel","0"
"Wood/FireWood","2354"
"Total","2404"
