"Population by Caste Ethinicity","Number"
"Badi",""
"Female","18"
"Male","22"
"","40"
"Brahman - Hill",""
"Female","32"
"Male","34"
"","66"
"Chhetri",""
"Female","5532"
"Male","5096"
"","10628"
"Damai/Dholi",""
"Female","295"
"Male","240"
"","535"
"Kami",""
"Female","659"
"Male","600"
"","1259"
"Magar",""
"Female","134"
"Male","113"
"","247"
"Others",""
"Female","7"
"Male","4"
"","11"
"Sanyasi/Dasnami",""
"Female","167"
"Male","173"
"","340"
"Sarki",""
"Female","188"
"Male","166"
"","354"
"Thakuri",""
"Female","57"
"Male","56"
"","113"
