"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","56"
"Cow Dung","62"
"Electricity Fuel","3"
"KeroseneFuel","17"
"LP Gas","66"
"Not Sated about Fuel","117"
"OthersFuel","5"
"Wood/FireWood","30142"
"Total","30468"
