"Population by Caste Ethinicity","Number"
"Badi",""
"Female","595"
"Male","622"
"","1217"
"Brahman - Hill",""
"Female","3934"
"Male","3854"
"","7788"
"Chamar/ Harijan/ Ram",""
"Female","36"
"Male","34"
"","70"
"Chhetri",""
"Female","32463"
"Male","32111"
"","64574"
"Dalit Others",""
"Female","23"
"Male","27"
"","50"
"Damai/Dholi",""
"Female","3507"
"Male","3282"
"","6789"
"Dhobi",""
"Female","45"
"Male","55"
"","100"
"Gaine",""
"Female","88"
"Male","89"
"","177"
"Gharti/Bhujel",""
"Female","12"
"Male","5"
"","17"
"Gurung",""
"Female","12"
"Male","14"
"","26"
"Kami",""
"Female","19200"
"Male","18827"
"","38027"
"Kathabaniyan",""
"Female","25"
"Male","34"
"","59"
"Lohar",""
"Female","57"
"Male","61"
"","118"
"Magar",""
"Female","7731"
"Male","7603"
"","15334"
"Newar",""
"Female","134"
"Male","123"
"","257"
"Others",""
"Female","115"
"Male","111"
"","226"
"Rai",""
"Female","7"
"Male","11"
"","18"
"Raji",""
"Female","51"
"Male","49"
"","100"
"Sanyasi/Dasnami",""
"Female","1705"
"Male","1650"
"","3355"
"Sarki",""
"Female","1525"
"Male","1519"
"","3044"
"Terai Others",""
"Female","68"
"Male","51"
"","119"
"Thakali",""
"Female","7"
"Male","6"
"","13"
"Thakuri",""
"Female","14379"
"Male","14200"
"","28579"
"Tharu",""
"Female","23"
"Male","26"
"","49"
