"Population by Mother tongue","Number"
"Avadhi",""
"Female","5"
"Male","7"
"Bhojpuri",""
"Female","4"
"Male","9"
"Danuwar",""
"Female","293"
"Male","255"
"Magahi",""
"Female","982"
"Male","1079"
"Magar",""
"Female","330"
"Male","323"
"Maithili",""
"Female","6802"
"Male","7442"
"Majhi",""
"Female","25"
"Male","26"
"Nepali",""
"Female","1220"
"Male","1212"
"Newar",""
"Female","69"
"Male","69"
"Not Reported",""
"Female","112"
"Male","131"
"Others",""
"Female","15"
"Male","19"
"Sunuwar",""
"Female","32"
"Male","37"
"Tamang",""
"Female","450"
"Male","497"
"Urdu",""
"Female","42"
"Male","43"
