"Population by Religion","Number"
"Bahai","2"
"Bon","1"
"Buddism","58"
"Christianity","80"
"Hindu","4614"
"Islam","10"
"Jainism","0"
"Kirat","13961"
"Prakriti","8"
"Sikhism","0"
"Undefined","29"
"Total","18763"
