"Population by Caste Ethinicity","Number"
"Bantaba",""
"Female","18"
"Male","15"
"","33"
"Brahman - Hill",""
"Female","24"
"Male","31"
"","55"
"Chhetri",""
"Female","765"
"Male","694"
"","1459"
"Damai/Dholi",""
"Female","168"
"Male","141"
"","309"
"Gharti/Bhujel",""
"Female","18"
"Male","15"
"","33"
"Kami",""
"Female","299"
"Male","292"
"","591"
"Limbu",""
"Female","26"
"Male","21"
"","47"
"Magar",""
"Female","193"
"Male","172"
"","365"
"Majhi",""
"Female","115"
"Male","114"
"","229"
"Newar",""
"Female","125"
"Male","103"
"","228"
"Others",""
"Female","26"
"Male","31"
"","57"
"Pattharkatta/ Kushwadiya",""
"Female","7"
"Male","8"
"","15"
"Rai",""
"Female","7785"
"Male","6998"
"","14783"
"Sanyasi/Dasnami",""
"Female","25"
"Male","24"
"","49"
"Sarki",""
"Female","195"
"Male","216"
"","411"
"Sunuwar",""
"Female","6"
"Male","6"
"","12"
"Tamang",""
"Female","29"
"Male","40"
"","69"
"Tharu",""
"Female","5"
"Male","10"
"","15"
