"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","22712"
"Male","23958"
"","46670"
"Doteli",""
"Female","8"
"Male","8"
"","16"
"Hindi",""
"Female","21"
"Male","20"
"","41"
"Maithili",""
"Female","2023"
"Male","2087"
"","4110"
"Nepali",""
"Female","115"
"Male","138"
"","253"
"Not Reported",""
"Female","30"
"Male","37"
"","67"
"Others",""
"Female","20"
"Male","8"
"","28"
"Rai",""
"Female","36"
"Male","24"
"","60"
"Tamang",""
"Female","13"
"Male","5"
"","18"
"Tharu",""
"Female","144"
"Male","136"
"","280"
"Urdu",""
"Female","396"
"Male","397"
"","793"
