"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","11"
"Christianity","1"
"Hindu","48076"
"Islam","4249"
"Jainism","0"
"Kirat","38"
"Prakriti","1"
"Sikhism","0"
"Undefined","20"
"Total","52396"
