"Population by Mother tongue","Number"
"Magahi",""
"Female","245"
"Male","216"
"","461"
"Maithili",""
"Female","23507"
"Male","22471"
"","45978"
"Nepali",""
"Female","183"
"Male","185"
"","368"
"Newar",""
"Female","7"
"Male","8"
"","15"
"Not Reported",""
"Female","51"
"Male","53"
"","104"
"Others",""
"Female","10"
"Male","9"
"","19"
"Sunuwar",""
"Female","42"
"Male","49"
"","91"
"Tamang",""
"Female","24"
"Male","14"
"","38"
"Urdu",""
"Female","195"
"Male","136"
"","331"
"Yakkha",""
"Female","10"
"Male","7"
"","17"
