"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1103"
"Cow Dung","1491"
"Electricity Fuel","2"
"KeroseneFuel","141"
"LP Gas","1114"
"Not Sated about Fuel","33"
"OthersFuel","58"
"Wood/FireWood","8128"
"Total","12070"
