"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","3"
"Cow Dung","3281"
"Electricity","6"
"Kerosene","111"
"LP Gas","104"
"Not stated","61"
"Others","5"
"Wood/Firewood","3193"
"Total","6764"
