"Population by Five Years Age Group","Number"
"0-4",""
"Female","1593"
"Male","1686"
"10-14",""
"Female","2353"
"Male","2365"
"15-19",""
"Female","1871"
"Male","1618"
"20-24",""
"Female","1479"
"Male","1048"
"25-29",""
"Female","1500"
"Male","1085"
"30-34",""
"Female","1288"
"Male","889"
"35-39",""
"Female","1275"
"Male","1000"
"40-44",""
"Female","1091"
"Male","936"
"45-49",""
"Female","845"
"Male","933"
"50-54",""
"Female","682"
"Male","656"
"55-59",""
"Female","672"
"Male","736"
"5-9",""
"Female","2272"
"Male","2374"
"60-64",""
"Female","639"
"Male","559"
"65-69",""
"Female","386"
"Male","417"
"70-74",""
"Female","289"
"Male","298"
"75+",""
"Female","202"
"Male","185"
