"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","7"
"Male","10"
"","17"
"Gurung",""
"Female","113"
"Male","101"
"","214"
"Hindi",""
"Female","40"
"Male","51"
"","91"
"Magar",""
"Female","535"
"Male","484"
"","1019"
"Maithili",""
"Female","6"
"Male","21"
"","27"
"Nepali",""
"Female","21446"
"Male","18362"
"","39808"
"Newar",""
"Female","12"
"Male","16"
"","28"
"Not Reported",""
"Female","7"
"Male","4"
"","11"
"Others",""
"Female","8"
"Male","7"
"","15"
"Raji",""
"Female","68"
"Male","62"
"","130"
"Tharu",""
"Female","8"
"Male","5"
"","13"
"Urdu",""
"Female","12"
"Male","22"
"","34"
