"Population by Caste Ethinicity","Number"
"Badi",""
"Female","197"
"Male","168"
"","365"
"Brahman - Hill",""
"Female","907"
"Male","797"
"","1704"
"Chhetri",""
"Female","9434"
"Male","8274"
"","17708"
"Damai/Dholi",""
"Female","944"
"Male","804"
"","1748"
"Gaine",""
"Female","46"
"Male","41"
"","87"
"Gharti/Bhujel",""
"Female","6"
"Male","8"
"","14"
"Gurung",""
"Female","152"
"Male","140"
"","292"
"Halwai",""
"Female","11"
"Male","15"
"","26"
"Kami",""
"Female","5365"
"Male","4363"
"","9728"
"Kathabaniyan",""
"Female","4"
"Male","8"
"","12"
"Kayastha",""
"Female","4"
"Male","7"
"","11"
"Magar",""
"Female","2953"
"Male","2619"
"","5572"
"Musalman",""
"Female","47"
"Male","58"
"","105"
"Newar",""
"Female","85"
"Male","67"
"","152"
"Others",""
"Female","40"
"Male","33"
"","73"
"Rai",""
"Female","12"
"Male","14"
"","26"
"Raji",""
"Female","98"
"Male","81"
"","179"
"Sanyasi/Dasnami",""
"Female","226"
"Male","194"
"","420"
"Sarki",""
"Female","1096"
"Male","928"
"","2024"
"Tamang",""
"Female","18"
"Male","20"
"","38"
"Terai Others",""
"Female","7"
"Male","4"
"","11"
"Thakuri",""
"Female","582"
"Male","482"
"","1064"
"Tharu",""
"Female","28"
"Male","20"
"","48"
