"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","8"
"Male","14"
"","22"
"Gurung",""
"Female","3"
"Male","8"
"","11"
"Hayu/Vayu",""
"Female","8"
"Male","9"
"","17"
"Hyolmo/Yholmo",""
"Female","193"
"Male","163"
"","356"
"Magar",""
"Female","1003"
"Male","807"
"","1810"
"Maithili",""
"Female","65"
"Male","152"
"","217"
"Majhi",""
"Female","1719"
"Male","1541"
"","3260"
"Nepali",""
"Female","17718"
"Male","14903"
"","32621"
"Newar",""
"Female","1314"
"Male","1079"
"","2393"
"Not Reported",""
"Female","104"
"Male","91"
"","195"
"Others",""
"Female","15"
"Male","26"
"","41"
"Sherpa",""
"Female","11"
"Male","18"
"","29"
"Sunuwar",""
"Female","14"
"Male","16"
"","30"
"Tamang",""
"Female","2489"
"Male","1908"
"","4397"
"Tharu",""
"Female","2"
"Male","15"
"","17"
