"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","53"
"Cow Dung","8"
"Electricity Fuel","5"
"KeroseneFuel","137"
"LP Gas","853"
"Not Sated about Fuel","101"
"OthersFuel","38"
"Wood/FireWood","8904"
"Total","10099"
