"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","722"
"Cow Dung","7"
"Electricity","3"
"Kerosene","65"
"LP Gas","4834"
"Not stated","57"
"Others","35"
"Wood/Firewood","7404"
"Total","13127"
