"Population by Five Years Age Group","Number"
"0-4",""
"Female","2005"
"Male","2193"
"10-14",""
"Female","3318"
"Male","3422"
"15-19",""
"Female","3263"
"Male","2788"
"20-24",""
"Female","2795"
"Male","1609"
"25-29",""
"Female","2382"
"Male","1493"
"30-34",""
"Female","1919"
"Male","1136"
"35-39",""
"Female","1774"
"Male","1122"
"40-44",""
"Female","1559"
"Male","1164"
"45-49",""
"Female","1249"
"Male","1027"
"50-54",""
"Female","1190"
"Male","1120"
"55-59",""
"Female","908"
"Male","877"
"5-9",""
"Female","2593"
"Male","2799"
"60-64",""
"Female","827"
"Male","715"
"65-69",""
"Female","613"
"Male","590"
"70-74",""
"Female","448"
"Male","402"
"75+",""
"Female","680"
"Male","704"
