"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1839"
"Cow Dung","29"
"Electricity","229"
"Kerosene","261"
"LP Gas","9758"
"Not stated","177"
"Others","36"
"Wood/Firewood","56527"
"Total","68856"
