"Population by Single Year of Age","Number"
"0",""
"Female","2197"
"Male","2374"
"1",""
"Female","2073"
"Male","2306"
"10",""
"Female","4028"
"Male","3965"
"11",""
"Female","3463"
"Male","3539"
"12",""
"Female","4124"
"Male","4259"
"13",""
"Female","3883"
"Male","3834"
"14",""
"Female","4022"
"Male","3876"
"15",""
"Female","3991"
"Male","3627"
"16",""
"Female","3784"
"Male","3471"
"17",""
"Female","3874"
"Male","3263"
"18",""
"Female","3873"
"Male","3270"
"19",""
"Female","3084"
"Male","2197"
"2",""
"Female","2309"
"Male","2454"
"20",""
"Female","3139"
"Male","2032"
"21",""
"Female","2997"
"Male","1753"
"22",""
"Female","3387"
"Male","1673"
"23",""
"Female","2732"
"Male","1255"
"24",""
"Female","2611"
"Male","1293"
"25",""
"Female","3328"
"Male","1461"
"26",""
"Female","2492"
"Male","1151"
"27",""
"Female","2362"
"Male","1187"
"28",""
"Female","2752"
"Male","1248"
"29",""
"Female","1765"
"Male","923"
"3",""
"Female","2434"
"Male","2506"
"30",""
"Female","3480"
"Male","1543"
"31",""
"Female","1436"
"Male","810"
"32",""
"Female","2273"
"Male","1135"
"33",""
"Female","1571"
"Male","896"
"34",""
"Female","1563"
"Male","839"
"35",""
"Female","3397"
"Male","1470"
"36",""
"Female","1807"
"Male","874"
"37",""
"Female","1529"
"Male","776"
"38",""
"Female","1927"
"Male","1097"
"39",""
"Female","1385"
"Male","759"
"4",""
"Female","2617"
"Male","2853"
"40",""
"Female","3451"
"Male","1726"
"41",""
"Female","1215"
"Male","727"
"42",""
"Female","1784"
"Male","1104"
"43",""
"Female","1297"
"Male","875"
"44",""
"Female","1210"
"Male","762"
"45",""
"Female","2647"
"Male","1448"
"46",""
"Female","1278"
"Male","863"
"47",""
"Female","1326"
"Male","857"
"48",""
"Female","1632"
"Male","1188"
"49",""
"Female","1230"
"Male","804"
"5",""
"Female","2909"
"Male","2936"
"50",""
"Female","2806"
"Male","1798"
"51",""
"Female","1192"
"Male","961"
"52",""
"Female","1459"
"Male","1163"
"53",""
"Female","1060"
"Male","966"
"54",""
"Female","1071"
"Male","851"
"55",""
"Female","1944"
"Male","1436"
"56",""
"Female","1282"
"Male","1053"
"57",""
"Female","1198"
"Male","958"
"58",""
"Female","1222"
"Male","1095"
"59",""
"Female","1006"
"Male","813"
"6",""
"Female","2825"
"Male","2927"
"60",""
"Female","2267"
"Male","1509"
"61",""
"Female","1054"
"Male","927"
"62",""
"Female","1276"
"Male","987"
"63",""
"Female","938"
"Male","826"
"64",""
"Female","827"
"Male","711"
"65",""
"Female","1533"
"Male","1141"
"66",""
"Female","657"
"Male","609"
"67",""
"Female","904"
"Male","825"
"68",""
"Female","992"
"Male","973"
"69",""
"Female","497"
"Male","596"
"7",""
"Female","3271"
"Male","3311"
"70",""
"Female","1331"
"Male","1078"
"71",""
"Female","436"
"Male","496"
"72",""
"Female","710"
"Male","693"
"73",""
"Female","466"
"Male","581"
"74",""
"Female","363"
"Male","424"
"75",""
"Female","794"
"Male","653"
"76",""
"Female","363"
"Male","400"
"77",""
"Female","365"
"Male","402"
"78",""
"Female","455"
"Male","458"
"79",""
"Female","247"
"Male","257"
"8",""
"Female","3341"
"Male","3463"
"80",""
"Female","519"
"Male","412"
"81",""
"Female","216"
"Male","237"
"82",""
"Female","268"
"Male","235"
"83",""
"Female","205"
"Male","223"
"84",""
"Female","266"
"Male","182"
"85",""
"Female","862"
"Male","750"
"9",""
"Female","3159"
"Male","3194"
