"Population by Five Years Age Group","Number"
"0-4",""
"Female","1294"
"Male","1223"
"10-14",""
"Female","1034"
"Male","1129"
"15-19",""
"Female","822"
"Male","854"
"20-24",""
"Female","736"
"Male","600"
"25-29",""
"Female","532"
"Male","528"
"30-34",""
"Female","427"
"Male","363"
"35-39",""
"Female","395"
"Male","376"
"40-44",""
"Female","341"
"Male","357"
"45-49",""
"Female","270"
"Male","304"
"50-54",""
"Female","226"
"Male","275"
"55-59",""
"Female","197"
"Male","199"
"5-9",""
"Female","1161"
"Male","1173"
"60-64",""
"Female","252"
"Male","225"
"65-69",""
"Female","126"
"Male","133"
"70-74",""
"Female","49"
"Male","68"
"75+",""
"Female","50"
"Male","47"
