"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","668"
"Cow Dung","124"
"Electricity Fuel","8"
"KeroseneFuel","56"
"LP Gas","2865"
"Not Sated about Fuel","62"
"OthersFuel","119"
"Wood/FireWood","9513"
"Total","13415"
