"Population by Religion","Number"
"Bahai","3"
"Bon","22"
"Buddism","4429"
"Christianity","1073"
"Hindu","54881"
"Islam","1143"
"Jainism","0"
"Kirat","0"
"Prakriti","16"
"Sikhism","0"
"Undefined","108"
"Total","61675"
