"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","21"
"Cow Dung","0"
"Electricity Fuel","0"
"KeroseneFuel","6"
"LP Gas","125"
"Not Sated about Fuel","9"
"OthersFuel","4"
"Wood/FireWood","5150"
"Total","5315"
