"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","100"
"Christianity","15"
"Hindu","21301"
"Islam","39"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","49"
"Total","21504"
