"Population by Caste Ethinicity","Number"
"Bote",""
"Female","26"
"Male","16"
"","42"
"Brahman - Hill",""
"Female","4891"
"Male","3305"
"","8196"
"Chhetri",""
"Female","1015"
"Male","699"
"","1714"
"Dalit Others",""
"Female","16"
"Male","14"
"","30"
"Damai/Dholi",""
"Female","450"
"Male","283"
"","733"
"Gharti/Bhujel",""
"Female","91"
"Male","62"
"","153"
"Kami",""
"Female","942"
"Male","660"
"","1602"
"Kumal",""
"Female","350"
"Male","321"
"","671"
"Magar",""
"Female","3610"
"Male","2609"
"","6219"
"Musalman",""
"Female","24"
"Male","14"
"","38"
"Newar",""
"Female","216"
"Male","196"
"","412"
"Others",""
"Female","19"
"Male","17"
"","36"
"Sanyasi/Dasnami",""
"Female","84"
"Male","57"
"","141"
"Sarki",""
"Female","862"
"Male","562"
"","1424"
"Terai Others",""
"Female","9"
"Male","4"
"","13"
"Thakuri",""
"Female","14"
"Male","7"
"","21"
"Tharu",""
"Female","16"
"Male","20"
"","36"
