"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","7"
"Male","8"
"Danuwar",""
"Female","1334"
"Male","1159"
"Magar",""
"Female","546"
"Male","511"
"Maithili",""
"Female","10"
"Male","21"
"Majhi",""
"Female","391"
"Male","350"
"Nepali",""
"Female","1901"
"Male","1848"
"Newar",""
"Female","93"
"Male","84"
"Not Reported",""
"Female","15"
"Male","12"
"Others",""
"Female","9"
"Male","14"
"Pahari",""
"Female","43"
"Male","40"
"Rai",""
"Female","431"
"Male","379"
"Sign Language",""
"Female","25"
"Male","30"
"Tamang",""
"Female","9647"
"Male","8819"
