"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","16"
"Male","20"
"Brahman - Hill",""
"Female","120"
"Male","129"
"Chhetri",""
"Female","149"
"Male","161"
"Dalit Others",""
"Female","21"
"Male","19"
"Damai/Dholi",""
"Female","117"
"Male","93"
"Danuwar",""
"Female","1350"
"Male","1166"
"Ghale",""
"Female","28"
"Male","19"
"Gharti/Bhujel",""
"Female","27"
"Male","36"
"Gurung",""
"Female","6"
"Male","6"
"Kami",""
"Female","491"
"Male","522"
"Magar",""
"Female","931"
"Male","875"
"Majhi",""
"Female","466"
"Male","430"
"Newar",""
"Female","142"
"Male","131"
"Others",""
"Female","41"
"Male","50"
"Pahari",""
"Female","372"
"Male","333"
"Rai",""
"Female","436"
"Male","382"
"Sarki",""
"Female","32"
"Male","33"
"Tamang",""
"Female","9707"
"Male","8870"
