"Number of households by type of outer wall","Number"
"BambooWall","740"
"Cement Bonded Bricks/Stone Wall","27"
"Mud Bonded Bricks/Stone Wall","1722"
"Not stated","44"
"Others","35"
"Unbaked Bricks","1"
"Wood/Planks","2017"
"Total","4586"
