"Population by Five Years Age Group","Number"
"0-4",""
"Female","1798"
"Male","1770"
"10-14",""
"Female","2272"
"Male","2196"
"15-19",""
"Female","1613"
"Male","1455"
"20-24",""
"Female","1140"
"Male","786"
"25-29",""
"Female","1007"
"Male","701"
"30-34",""
"Female","803"
"Male","581"
"35-39",""
"Female","787"
"Male","732"
"40-44",""
"Female","700"
"Male","649"
"45-49",""
"Female","534"
"Male","532"
"50-54",""
"Female","387"
"Male","451"
"55-59",""
"Female","333"
"Male","373"
"5-9",""
"Female","2315"
"Male","2306"
"60-64",""
"Female","275"
"Male","271"
"65-69",""
"Female","179"
"Male","198"
"70-74",""
"Female","134"
"Male","126"
"75+",""
"Female","175"
"Male","148"
