"Population by Mother tongue","Number"
"Bangla",""
"Female","593"
"Male","578"
"","1171"
"Bantawa",""
"Female","53"
"Male","42"
"","95"
"Bhojpuri",""
"Female","195"
"Male","223"
"","418"
"Bhujel",""
"Female","43"
"Male","34"
"","77"
"Chamling",""
"Female","56"
"Male","46"
"","102"
"Danuwar",""
"Female","7"
"Male","8"
"","15"
"Dhimal",""
"Female","15"
"Male","24"
"","39"
"Dumi",""
"Female","7"
"Male","5"
"","12"
"Ganagai",""
"Female","18"
"Male","12"
"","30"
"Ghale",""
"Female","8"
"Male","10"
"","18"
"Gurung",""
"Female","413"
"Male","332"
"","745"
"Hindi",""
"Female","133"
"Male","149"
"","282"
"Kagate",""
"Female","12"
"Male","11"
"","23"
"Khaling",""
"Female","22"
"Male","12"
"","34"
"Khash",""
"Female","82"
"Male","65"
"","147"
"Kisan",""
"Female","69"
"Male","61"
"","130"
"Kulung",""
"Female","10"
"Male","8"
"","18"
"Kurmali",""
"Female","34"
"Male","32"
"","66"
"Limbu",""
"Female","2734"
"Male","2255"
"","4989"
"Magar",""
"Female","569"
"Male","484"
"","1053"
"Maithili",""
"Female","2759"
"Male","2908"
"","5667"
"Majhi",""
"Female","12"
"Male","11"
"","23"
"Meche",""
"Female","55"
"Male","46"
"","101"
"Nachhiring",""
"Female","13"
"Male","9"
"","22"
"Nepali",""
"Female","15890"
"Male","13382"
"","29272"
"Newar",""
"Female","611"
"Male","551"
"","1162"
"Not Reported",""
"Female","29"
"Male","40"
"","69"
"Others",""
"Female","120"
"Male","95"
"","215"
"Rai",""
"Female","1191"
"Male","1029"
"","2220"
"Rajbanshi",""
"Female","5345"
"Male","5192"
"","10537"
"Rajsthani",""
"Female","278"
"Male","313"
"","591"
"Sampang",""
"Female","9"
"Male","3"
"","12"
"Sanskrit",""
"Female","18"
"Male","18"
"","36"
"Santhali",""
"Female","1396"
"Male","1358"
"","2754"
"Sherpa",""
"Female","36"
"Male","30"
"","66"
"Sunuwar",""
"Female","86"
"Male","69"
"","155"
"Tajpuriya",""
"Female","9"
"Male","12"
"","21"
"Tamang",""
"Female","976"
"Male","852"
"","1828"
"Thami",""
"Female","48"
"Male","31"
"","79"
"Tharu",""
"Female","98"
"Male","116"
"","214"
"Thulung",""
"Female","29"
"Male","25"
"","54"
"Uranw/Urau",""
"Female","55"
"Male","60"
"","115"
"Urdu",""
"Female","406"
"Male","386"
"","792"
"Yakkha",""
"Female","19"
"Male","16"
"","35"
"Yamphu/Yamphe",""
"Female","14"
"Male","15"
"","29"
