"Population by Religion","Number"
"Bahai","0"
"Bon","1"
"Buddism","4209"
"Christianity","1612"
"Hindu","52235"
"Islam","1209"
"Jainism","6"
"Kirat","6506"
"Prakriti","673"
"Sikhism","10"
"Undefined","168"
"Total","66629"
