"Population by Five Years Age Group","Number"
"0-4",""
"Female","1716"
"Male","1745"
"10-14",""
"Female","2542"
"Male","2536"
"15-19",""
"Female","2239"
"Male","1748"
"20-24",""
"Female","1836"
"Male","1417"
"25-29",""
"Female","1390"
"Male","1373"
"30-34",""
"Female","1105"
"Male","999"
"35-39",""
"Female","966"
"Male","858"
"40-44",""
"Female","859"
"Male","750"
"45-49",""
"Female","674"
"Male","635"
"50-54",""
"Female","519"
"Male","499"
"55-59",""
"Female","427"
"Male","441"
"5-9",""
"Female","2255"
"Male","2319"
"60-64",""
"Female","447"
"Male","390"
"65-69",""
"Female","255"
"Male","285"
"70-74",""
"Female","184"
"Male","183"
"75+",""
"Female","146"
"Male","144"
