"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","44"
"Male","39"
"Brahman - Hill",""
"Female","461"
"Male","484"
"Chhetri",""
"Female","10136"
"Male","8902"
"Dalit Others",""
"Female","17"
"Male","13"
"Damai/Dholi",""
"Female","689"
"Male","581"
"Gaine",""
"Female","10"
"Male","5"
"Kami",""
"Female","1912"
"Male","1680"
"Kumal",""
"Female","18"
"Male","13"
"Magar",""
"Female","3243"
"Male","2817"
"Musalman",""
"Female","12"
"Male","6"
"Newar",""
"Female","33"
"Male","39"
"Others",""
"Female","15"
"Male","23"
"Sanyasi/Dasnami",""
"Female","67"
"Male","43"
"Sarki",""
"Female","284"
"Male","269"
"Tamang",""
"Female","5"
"Male","8"
"Terai Others",""
"Female","16"
"Male","24"
"Thakali",""
"Female","23"
"Male","11"
"Thakuri",""
"Female","533"
"Male","440"
"Tharu",""
"Female","5"
"Male","19"
