"Population by Five Years Age Group","Number"
"0-4",""
"Female","2404"
"Male","2531"
"10-14",""
"Female","3206"
"Male","3187"
"15-19",""
"Female","2866"
"Male","2585"
"20-24",""
"Female","2317"
"Male","1759"
"25-29",""
"Female","2265"
"Male","1712"
"30-34",""
"Female","1897"
"Male","1596"
"35-39",""
"Female","1754"
"Male","1610"
"40-44",""
"Female","1536"
"Male","1445"
"45-49",""
"Female","1379"
"Male","1267"
"50-54",""
"Female","1178"
"Male","1117"
"55-59",""
"Female","970"
"Male","1031"
"5-9",""
"Female","2773"
"Male","2886"
"60-64",""
"Female","849"
"Male","845"
"65-69",""
"Female","666"
"Male","650"
"70-74",""
"Female","434"
"Male","458"
"75+",""
"Female","438"
"Male","432"
