"Population by Mother tongue","Number"
"Angika",""
"Female","247"
"Male","256"
"Avadhi",""
"Female","431"
"Male","366"
"Bangla",""
"Female","127"
"Male","122"
"Bantawa",""
"Female","31"
"Male","20"
"Bhojpuri",""
"Female","302"
"Male","323"
"Bhujel",""
"Female","658"
"Male","572"
"Chamling",""
"Female","8"
"Male","8"
"Chepang",""
"Female","76"
"Male","58"
"Dhimal",""
"Female","53"
"Male","55"
"Dumi",""
"Female","8"
"Male","7"
"Gurung",""
"Female","8"
"Male","6"
"Hindi",""
"Female","56"
"Male","80"
"Kulung",""
"Female","7"
"Male","7"
"Limbu",""
"Female","76"
"Male","62"
"Magahi",""
"Female","512"
"Male","521"
"Magar",""
"Female","221"
"Male","167"
"Maithili",""
"Female","11826"
"Male","11550"
"Majhi",""
"Female","58"
"Male","51"
"Nepali",""
"Female","6014"
"Male","5082"
"Newar",""
"Female","73"
"Male","59"
"Not Reported",""
"Female","70"
"Male","71"
"Others",""
"Female","63"
"Male","73"
"Rai",""
"Female","67"
"Male","60"
"Rajbanshi",""
"Female","1560"
"Male","1418"
"Rajsthani",""
"Female","217"
"Male","221"
"Santhali",""
"Female","1796"
"Male","1728"
"Tajpuriya",""
"Female","642"
"Male","555"
"Tamang",""
"Female","100"
"Male","83"
"Thami",""
"Female","19"
"Male","18"
"Tharu",""
"Female","859"
"Male","741"
"Tilung",""
"Female","23"
"Male","19"
"Uranw/Urau",""
"Female","426"
"Male","396"
"Urdu",""
"Female","298"
"Male","326"
