"Population by Mother tongue","Number"
"Achhami",""
"Female","856"
"Male","683"
"","1539"
"Baitadeli",""
"Female","1205"
"Male","1081"
"","2286"
"Bajhangi",""
"Female","119"
"Male","103"
"","222"
"Bajureli",""
"Female","67"
"Male","55"
"","122"
"Bhojpuri",""
"Female","6"
"Male","6"
"","12"
"Darchuleli",""
"Female","132"
"Male","117"
"","249"
"Doteli",""
"Female","15574"
"Male","13308"
"","28882"
"Hindi",""
"Female","43"
"Male","61"
"","104"
"Magar",""
"Female","270"
"Male","270"
"","540"
"Maithili",""
"Female","23"
"Male","22"
"","45"
"Nepali",""
"Female","614"
"Male","524"
"","1138"
"Not Reported",""
"Female","14"
"Male","23"
"","37"
"Others",""
"Female","37"
"Male","35"
"","72"
"Sign Language",""
"Female","41"
"Male","34"
"","75"
"Surel",""
"Female","22"
"Male","18"
"","40"
"Tamang",""
"Female","7"
"Male","10"
"","17"
"Tharu",""
"Female","5879"
"Male","5575"
"","11454"
