"Population by Caste Ethinicity","Number"
"Badi",""
"Female","33"
"Male","24"
"","57"
"Brahman - Hill",""
"Female","4692"
"Male","4141"
"","8833"
"Brahman - Tarai",""
"Female","10"
"Male","2"
"","12"
"Chhetri",""
"Female","9848"
"Male","8278"
"","18126"
"Dalit Others",""
"Female","983"
"Male","881"
"","1864"
"Damai/Dholi",""
"Female","424"
"Male","397"
"","821"
"Kami",""
"Female","1175"
"Male","998"
"","2173"
"Kathabaniyan",""
"Female","13"
"Male","16"
"","29"
"Kumal",""
"Female","8"
"Male","9"
"","17"
"Lohar",""
"Female","130"
"Male","132"
"","262"
"Magar",""
"Female","303"
"Male","305"
"","608"
"Musalman",""
"Female","20"
"Male","31"
"","51"
"Newar",""
"Female","7"
"Male","9"
"","16"
"Others",""
"Female","51"
"Male","36"
"","87"
"Rajput",""
"Female","18"
"Male","13"
"","31"
"Sanyasi/Dasnami",""
"Female","197"
"Male","147"
"","344"
"Sarki",""
"Female","336"
"Male","288"
"","624"
"Tamang",""
"Female","11"
"Male","14"
"","25"
"Thakuri",""
"Female","724"
"Male","597"
"","1321"
"Tharu",""
"Female","5926"
"Male","5607"
"","11533"
