"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","0"
"Cow Dung","0"
"Electricity Fuel","11"
"KeroseneFuel","26"
"LP Gas","321"
"Not Sated about Fuel","5"
"OthersFuel","0"
"Wood/FireWood","511"
"Total","874"
