"Population by Mother tongue","Number"
"Belhare",""
"Female","17"
"Male","12"
"","29"
"Bhojpuri",""
"Female","2"
"Male","9"
"","11"
"Gurung",""
"Female","108"
"Male","90"
"","198"
"Magar",""
"Female","29"
"Male","29"
"","58"
"Maithili",""
"Female","10"
"Male","10"
"","20"
"Nepali",""
"Female","853"
"Male","1014"
"","1867"
"Newar",""
"Female","4"
"Male","11"
"","15"
"Others",""
"Female","6"
"Male","6"
"","12"
"Rai",""
"Female","5"
"Male","8"
"","13"
"Sherpa",""
"Female","2"
"Male","29"
"","31"
"Tamang",""
"Female","25"
"Male","23"
"","48"
"Thakali",""
"Female","370"
"Male","346"
"","716"
"Tharu",""
"Female","4"
"Male","7"
"","11"
