"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","1887"
"Male","1659"
"","3546"
"Chhetri",""
"Female","6077"
"Male","5518"
"","11595"
"Dalit Others",""
"Female","1314"
"Male","1217"
"","2531"
"Damai/Dholi",""
"Female","650"
"Male","556"
"","1206"
"Kami",""
"Female","1796"
"Male","1691"
"","3487"
"Magar",""
"Female","94"
"Male","93"
"","187"
"Majhi",""
"Female","152"
"Male","138"
"","290"
"Others",""
"Female","15"
"Male","26"
"","41"
"Sarki",""
"Female","11"
"Male","8"
"","19"
"Thakuri",""
"Female","929"
"Male","933"
"","1862"
