"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","3"
"Cow Dung","6"
"Electricity Fuel","0"
"KeroseneFuel","3"
"LP Gas","0"
"Not Sated about Fuel","21"
"OthersFuel","3"
"Wood/FireWood","4539"
"Total","4575"
