"Population by Five Years Age Group","Number"
"0-4",""
"Female","754"
"Male","773"
"10-14",""
"Female","1347"
"Male","1186"
"15-19",""
"Female","1221"
"Male","1064"
"20-24",""
"Female","836"
"Male","584"
"25-29",""
"Female","563"
"Male","415"
"30-34",""
"Female","454"
"Male","371"
"35-39",""
"Female","491"
"Male","363"
"40-44",""
"Female","505"
"Male","378"
"45-49",""
"Female","466"
"Male","399"
"50-54",""
"Female","403"
"Male","399"
"55-59",""
"Female","319"
"Male","322"
"5-9",""
"Female","1005"
"Male","1096"
"60-64",""
"Female","326"
"Male","281"
"65-69",""
"Female","241"
"Male","210"
"70-74",""
"Female","201"
"Male","190"
"75+",""
"Female","226"
"Male","258"
