"Population by Caste Ethinicity","Number"
"Badi",""
"Female","25"
"Male","22"
"","47"
"Brahman - Hill",""
"Female","835"
"Male","745"
"","1580"
"Chhetri",""
"Female","1896"
"Male","1715"
"","3611"
"Dalit Others",""
"Female","26"
"Male","30"
"","56"
"Damai/Dholi",""
"Female","195"
"Male","161"
"","356"
"Ghale",""
"Female","85"
"Male","76"
"","161"
"Gharti/Bhujel",""
"Female","22"
"Male","21"
"","43"
"Gurung",""
"Female","488"
"Male","389"
"","877"
"Kami",""
"Female","292"
"Male","270"
"","562"
"Magar",""
"Female","167"
"Male","133"
"","300"
"Newar",""
"Female","634"
"Male","571"
"","1205"
"Others",""
"Female","15"
"Male","15"
"","30"
"Sarki",""
"Female","99"
"Male","77"
"","176"
"Sonar",""
"Female","35"
"Male","32"
"","67"
"Tamang",""
"Female","6142"
"Male","5446"
"","11588"
"Thakuri",""
"Female","61"
"Male","49"
"","110"
