"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","11910"
"Christianity","83"
"Hindu","8745"
"Islam","3"
"Jainism","0"
"Kirat","1"
"Prakriti","4"
"Sikhism","0"
"Undefined","37"
"Total","20783"
