"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","98"
"Cow Dung","2"
"Electricity Fuel","0"
"KeroseneFuel","10"
"LP Gas","0"
"Not Sated about Fuel","8"
"OthersFuel","0"
"Wood/FireWood","2254"
"Total","2372"
