"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","4"
"Cow Dung","0"
"Electricity","3"
"Kerosene","98"
"LP Gas","1541"
"Not stated","22"
"Others","15"
"Wood/Firewood","6956"
"Total","8639"
